topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,doc_id
0.009294992,0.012581257,0.0037654915,0.0015137091,0.0017235646,0.6996939,0.003234457,0.0025320447,0.1646481,0.002314123,0.012913738,0.08578466,106
0.010908347,0.01017772,0.015853269,0.007134133,0.012812202,0.12753603,0.007929361,0.07013312,0.006421223,0.006991031,0.46528605,0.2588175,107
0.06755601,0.21336903,0.042555198,0.035635244,0.27154887,0.053408716,0.050292417,0.06458712,0.0472118,0.06115054,0.048969742,0.043715224,108
0.0036876209,0.0021857533,0.00641031,0.0036847042,0.0014592477,0.6088601,0.0023851271,0.0026706806,0.0023633644,0.0030980215,0.35413808,0.009057032,109
0.012796319,0.014625937,0.009448635,0.008612414,0.009444935,0.008792598,0.023179866,0.007327222,0.010224902,0.020413244,0.86540323,0.009730671,110
0.003986316,0.013568143,0.0065807635,0.002433269,0.0031009489,0.19912381,0.003898978,0.002921996,0.0759785,0.002768576,0.030702304,0.6549364,111
0.028825566,0.0041934955,0.0044293874,0.013948674,0.6092019,0.0039140373,0.06808329,0.05609637,0.0038325272,0.009670042,0.19412836,0.003676391,112
0.0046392013,0.0058669574,0.07746371,0.0024791062,0.004646015,0.14907892,0.0049303113,0.0026660997,0.053635422,0.0033869217,0.19015865,0.5010486,113
0.05485746,0.01992632,0.067599,0.009065075,0.02965718,0.27812842,0.009956936,0.020090956,0.35954595,0.007805767,0.13207874,0.01128813,114
0.037102025,0.017004816,0.05272373,0.006223347,0.045283336,0.040398233,0.010940006,0.09580477,0.016303632,0.011209217,0.65815765,0.008849291,115
0.015689572,0.3001454,0.014026292,0.016450133,0.025009306,0.02363883,0.069189005,0.021803752,0.012837759,0.01439752,0.46864837,0.018164035,116
0.014876266,0.079505764,0.0081923,0.03606539,0.014263576,0.009839441,0.06861317,0.014377101,0.052462474,0.0082156295,0.6845361,0.009052733,117
0.08758195,0.15695459,0.05362533,0.005587222,0.010259724,0.10421699,0.44008785,0.009953629,0.07306858,0.012480148,0.026451232,0.019732678,118
0.010310676,0.011253153,0.022590641,0.0054105716,0.009606739,0.18068323,0.0051610745,0.017296867,0.013196854,0.010655601,0.6912968,0.022537768,119
0.09873694,0.04371893,0.018740015,0.002517877,0.0037449843,0.5434312,0.0068644867,0.031272657,0.010243163,0.0055034165,0.2285159,0.0067103477,120
0.07943977,0.09032502,0.017237386,0.010409829,0.01342932,0.048895817,0.023216322,0.12715301,0.08414461,0.020648284,0.45055866,0.03454205,121
0.024432851,0.75835985,0.006705894,0.0051654526,0.0052076043,0.012496118,0.12400263,0.0065451,0.0075472603,0.007358816,0.033345997,0.008832429,122
0.016393255,0.030623859,0.043665044,0.008452312,0.052854694,0.1122674,0.013892762,0.04624082,0.030270701,0.012402704,0.31692246,0.316014,123
0.040409844,0.084433615,0.026550489,0.02456638,0.54062575,0.02810529,0.056212068,0.052384388,0.02957635,0.040905464,0.03166166,0.044568703,124
0.029705742,0.02864809,0.021511113,0.031799298,0.46149573,0.016874956,0.095929906,0.015052818,0.018747943,0.24174,0.024790786,0.013703537,125
0.0246861,0.019599445,0.037938174,0.38594612,0.14352633,0.022985816,0.027820894,0.11395315,0.09543317,0.07851153,0.030700484,0.01889884,126
0.23900451,0.08711365,0.012597851,0.023886792,0.0111948345,0.2744498,0.020667039,0.041622978,0.04072174,0.015296279,0.13431393,0.09913057,127
0.0055884896,0.00910965,0.0047637937,0.002023123,0.003689845,0.018434027,0.004084154,0.0025120333,0.0065317787,0.0029267815,0.08912256,0.85121375,128
0.022006446,0.07831364,0.012336918,0.020860659,0.06949554,0.046714146,0.08209866,0.027505973,0.015552285,0.013235767,0.5935629,0.018317077,129
0.021985328,0.16045421,0.016131869,0.069836214,0.09768776,0.017288117,0.14129701,0.03640166,0.01684955,0.057771113,0.3502627,0.014034478,130
0.01889498,0.032872964,0.010093753,0.023672784,0.025709718,0.024351781,0.5045707,0.014927321,0.015303389,0.017107135,0.30155736,0.010938067,131
0.03929183,0.016489523,0.3068678,0.011300942,0.02337541,0.19268352,0.01583083,0.01963758,0.007984847,0.038342938,0.31862244,0.009572332,132
0.08584674,0.10520716,0.06595882,0.021407325,0.16799052,0.07429,0.06924821,0.03297244,0.027240762,0.04211205,0.28625724,0.021468762,133
0.026403882,0.05156274,0.022662625,0.03365911,0.29898605,0.040022723,0.13432083,0.12283993,0.022903465,0.03023028,0.2024379,0.013970495,134
0.08908331,0.04158514,0.025753256,0.020057803,0.45384783,0.03986677,0.043887254,0.025029125,0.02067422,0.02663201,0.194902,0.018681237,135
0.0319085,0.079181574,0.042520154,0.024739515,0.22303177,0.114987984,0.05561723,0.047609486,0.020968601,0.024209227,0.3148059,0.020420076,136
0.08820167,0.06840682,0.037008457,0.022274885,0.43980837,0.074888766,0.066162005,0.036741823,0.03370623,0.03104818,0.07306985,0.028683022,137
0.017147832,0.061682694,0.009239431,0.030105038,0.15721248,0.01732409,0.1628732,0.017406538,0.04620466,0.0136206625,0.45678678,0.010396652,138
0.076813355,0.07765268,0.036859114,0.023150591,0.43663907,0.071937695,0.066220194,0.040136874,0.03250839,0.032374334,0.07610725,0.029600402,139
0.039695047,0.06256942,0.014307866,0.009719568,0.09007548,0.07812413,0.029347867,0.014763407,0.016529983,0.011283918,0.61109054,0.02249278,140
0.08027205,0.07013767,0.050869692,0.023188032,0.2589543,0.045341384,0.029326981,0.0327402,0.02378212,0.03709258,0.3253662,0.022928827,141
0.027536444,0.088172816,0.0134149045,0.008010451,0.06978614,0.34355545,0.020516893,0.014297202,0.01514055,0.014356456,0.32471946,0.060493313,142
0.09320016,0.09308021,0.06469077,0.021417469,0.2139875,0.06944874,0.03825641,0.030520841,0.0266442,0.037519347,0.29024225,0.020992104,143
0.012249866,0.015510283,0.012230607,0.008262413,0.06225925,0.2303058,0.022453038,0.018669287,0.012331765,0.009424172,0.5826734,0.013630189,144
0.017513111,0.043561768,0.010305497,0.030309122,0.13441703,0.015158329,0.23209514,0.015946815,0.011117601,0.01728144,0.46172628,0.010567886,145
0.0332331,0.051599633,0.01867456,0.024959417,0.41363654,0.019779276,0.03874638,0.024068376,0.016138164,0.024613596,0.3131423,0.02140871,146
0.033811748,0.041121483,0.023447586,0.022771366,0.48437038,0.04517326,0.033396345,0.03370793,0.021805715,0.025809642,0.21132532,0.023259167,147
0.024899704,0.04167018,0.026647516,0.037943065,0.3332073,0.0387702,0.09781946,0.114990324,0.022383096,0.031322703,0.21526834,0.01507801,148
0.03532893,0.02317052,0.09145654,0.040950365,0.20796193,0.07191009,0.02206001,0.02358486,0.014006305,0.016959824,0.44155887,0.011051741,149
0.02996315,0.022881053,0.024439078,0.027685078,0.32872215,0.027906427,0.024629299,0.02615712,0.012961571,0.021254634,0.44161677,0.011783673,150
0.050260868,0.05008797,0.024907833,0.02604668,0.45779267,0.02829233,0.035130173,0.03290392,0.024804728,0.04026649,0.20627463,0.023231737,151
0.076042525,0.069186725,0.036772683,0.022805477,0.48368478,0.07212258,0.037284214,0.035724554,0.031744115,0.03003682,0.07554552,0.029049942,152
0.02101177,0.062614925,0.024113275,0.005919904,0.027745701,0.13154133,0.007638862,0.014300836,0.08241815,0.017240299,0.5967493,0.008705633,153
0.055680417,0.018144762,0.008536146,0.02057154,0.03074007,0.6050596,0.060732335,0.05707936,0.010901337,0.017163219,0.10628047,0.009110684,154
0.00523709,0.0023536242,0.010624076,0.0015011146,0.00058660994,0.009480318,0.0051188543,0.0007434023,0.007675575,0.0015940749,0.04624161,0.90884364,155
0.04733825,0.42914593,0.030321522,0.033062566,0.13921629,0.03085586,0.08195918,0.07320474,0.03696849,0.03528271,0.033651277,0.028993255,156
0.14508179,0.35767046,0.04568704,0.02741768,0.07455936,0.059520677,0.026785389,0.041901946,0.114249334,0.02898832,0.0493457,0.028792279,157
0.014160147,0.0077460683,0.04584718,0.004812039,0.013669653,0.018614,0.01371007,0.033628233,0.010152731,0.022001522,0.25128546,0.56437296,158
0.0062333783,0.014937377,0.007601395,0.0063226507,0.0060850014,0.010252296,0.06327554,0.0047148704,0.0057120207,0.16244568,0.7079599,0.0044599613,159
0.014735783,0.023486564,0.00825724,0.0031307288,0.0042646704,0.014290922,0.7690839,0.0038905528,0.005769366,0.115082465,0.030019654,0.007988227,160
0.07096078,0.028995834,0.011639417,0.0075700996,0.02848338,0.49753672,0.012521943,0.020190248,0.011597443,0.010338206,0.27775034,0.022415584,161
0.018697063,0.032809716,0.015775649,0.011987782,0.07812679,0.23117754,0.024688294,0.014855905,0.014530108,0.016288513,0.51917744,0.021885268,162
0.019248584,0.110018395,0.013373264,0.011460938,0.024669163,0.033503834,0.27194738,0.023376493,0.015531618,0.011914376,0.44225857,0.022697339,163
0.04398256,0.024372663,0.05148858,0.038233235,0.48317948,0.018293304,0.05061575,0.016305536,0.039184526,0.15166633,0.072651826,0.010026287,164
0.005241628,0.0038838529,0.0046365117,0.009071154,0.0041610296,0.008157526,0.016994813,0.0083415685,0.0039077434,0.8153362,0.113437265,0.0068306266,165
0.037912242,0.39236796,0.035605248,0.028023506,0.22520192,0.032241028,0.06903896,0.03872929,0.031674698,0.04100302,0.035087828,0.033114236,166
0.1857802,0.1503141,0.013823832,0.016954985,0.045242045,0.05475235,0.025454024,0.014438449,0.06413324,0.016970178,0.03643748,0.37569907,167
0.020534862,0.01642011,0.01920192,0.121500514,0.018416299,0.01631543,0.6595457,0.026147315,0.017155144,0.013215043,0.05644739,0.015100222,168
0.0038748903,0.0038901907,0.0043143877,0.1719649,0.7777961,0.0036816946,0.005460196,0.0039272597,0.006045157,0.008975993,0.0059754658,0.0040937876,169
0.018245481,0.009450515,0.03888938,0.41475508,0.0053697587,0.11696164,0.021546658,0.103636846,0.0060556848,0.013555189,0.19775495,0.05377882,170
0.013609418,0.0100480495,0.03614587,0.5370897,0.007090817,0.09680038,0.042160287,0.062731944,0.007839807,0.014520457,0.10677942,0.06518379,171
0.007610643,0.005963687,0.00477181,0.00714553,0.0053521204,0.0072585815,0.9276731,0.004716431,0.0059471247,0.0054923585,0.0126328515,0.005435739,172
0.008544707,0.011001738,0.009382797,0.014817709,0.016454645,0.0076836855,0.8882575,0.008507064,0.008461711,0.0073042875,0.013331827,0.0062523987,173
0.056031927,0.13231945,0.034987874,0.037218235,0.24395485,0.034453403,0.25704437,0.05005819,0.037840642,0.041522387,0.03998407,0.03458458,174
0.026878884,0.029681647,0.65037215,0.013552316,0.032520615,0.019850777,0.01138739,0.024337092,0.027504092,0.055929467,0.023117661,0.08486778,175
0.0034096702,0.0033967039,0.003504262,0.0017084256,0.003046168,0.0057416647,0.0030723144,0.0030914065,0.0028392335,0.0031090227,0.006998629,0.96008253,176
0.03394684,0.0082514165,0.09175271,0.15318218,0.004222676,0.022121165,0.020349164,0.0977392,0.009097914,0.09148445,0.12838043,0.33947185,177
0.73304707,0.00961824,0.047424227,0.008013133,0.0104803005,0.02273319,0.011966461,0.027779289,0.071087204,0.02051557,0.022513395,0.014821888,178
0.7297757,0.009547491,0.050064154,0.020001335,0.006018084,0.015192815,0.009229426,0.02602057,0.031401925,0.08401605,0.011166811,0.007565668,179
0.017958365,0.0100044,0.049537405,0.002858708,0.0036489826,0.008179475,0.00820314,0.014483584,0.007374237,0.0050623543,0.0132623995,0.859427,180
0.0873381,0.0126791475,0.64849836,0.0047050486,0.0045323153,0.023136502,0.004941991,0.013729865,0.16947448,0.0064311265,0.016637309,0.007895707,181
