topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,doc_id
0.0259674,0.022247031,0.059842687,0.008098945,0.017940095,0.01512348,0.010451394,0.21031743,0.016023375,0.015395613,0.5918472,0.0067454013,182
0.033476647,0.048790008,0.009976741,0.037762377,0.008207286,0.013577463,0.6932715,0.006499659,0.098919794,0.017616747,0.017296178,0.014605549,183
0.06937272,0.052129354,0.1030049,0.028039353,0.17671107,0.036109693,0.048047647,0.07817956,0.032929104,0.28097978,0.028709162,0.06578765,184
0.03830261,0.012676547,0.04355326,0.0060238135,0.017228065,0.05288131,0.0837623,0.009936576,0.017774597,0.010806249,0.6929419,0.014112778,185
0.7520478,0.008789595,0.05041586,0.042098206,0.009922964,0.012637801,0.020564659,0.011079208,0.012582354,0.054256488,0.008640536,0.016964637,186
0.7362309,0.008380943,0.021976396,0.04662617,0.010303763,0.021668596,0.027013857,0.020838307,0.014917075,0.064885706,0.010262481,0.016895909,187
0.8241346,0.0067818556,0.024638357,0.008739761,0.007128167,0.0066043106,0.0071414663,0.010626842,0.010038907,0.079621874,0.00651848,0.008025359,188
0.8014809,0.008388578,0.018752398,0.051624272,0.008651047,0.010298613,0.010080212,0.008978231,0.014921343,0.045933653,0.010037113,0.010853623,189
0.08019644,0.04047852,0.018990524,0.009903705,0.014541411,0.18714346,0.017602988,0.06301997,0.042678736,0.01069797,0.11538341,0.3993629,190
0.038769837,0.0031603554,0.0031390644,0.0048742904,0.0037544016,0.0027215215,0.048377153,0.006602631,0.002434817,0.015233257,0.008072127,0.86286056,191
0.041515317,0.011073688,0.010284786,0.006768205,0.008676344,0.50583583,0.012123078,0.013343354,0.01417003,0.008801325,0.3559079,0.011500136,192
0.001451873,0.00081746955,0.015421518,0.00070433394,0.0007595297,0.0045740767,0.0006833319,0.000915949,0.003106773,0.0010048674,0.0012553822,0.96930486,193
0.003633758,0.0069188396,0.0074882847,0.0023149245,0.003290843,0.034536324,0.003516598,0.00328842,0.00456569,0.003846829,0.040683493,0.88591594,194
0.008414114,0.008239439,0.007693457,0.059950847,0.019464264,0.0041629304,0.28801742,0.046189904,0.0046713687,0.1865112,0.004590162,0.36209485,195
0.017931873,0.029350968,0.003915624,0.0043875542,0.0072462186,0.003194722,0.06545355,0.00507021,0.0028380137,0.017591245,0.04561487,0.7974051,196
0.7853322,0.007516445,0.027949993,0.01727356,0.00854252,0.015923837,0.010307933,0.010171566,0.014828143,0.07992774,0.010460918,0.011765127,197
0.0892422,0.021139419,0.3327103,0.008339975,0.025932442,0.053222697,0.011389698,0.015462047,0.02113176,0.021555485,0.38568372,0.014190223,198
0.010360686,0.020370042,0.0060841436,0.00767228,0.025363462,0.0061204424,0.19892317,0.004798887,0.019748505,0.1325111,0.5537382,0.014309096,199
0.038138427,0.061150707,0.034655977,0.036174588,0.54119235,0.032728784,0.0358359,0.047572438,0.032406747,0.05785464,0.050020702,0.032268655,200
0.00805046,0.033619735,0.006793093,0.012605656,0.0146178985,0.0064729215,0.10909815,0.0065788548,0.008385074,0.128293,0.6588707,0.0066144895,201
0.008050425,0.03362355,0.006793051,0.012605862,0.014617606,0.0064728907,0.10909298,0.006578855,0.008385014,0.12829371,0.65887153,0.0066144736,202
0.031324223,0.121503025,0.04206915,0.007256862,0.14304748,0.2541671,0.010774055,0.009903004,0.03770918,0.018370768,0.06621817,0.2576569,203
0.26817358,0.03544218,0.07856017,0.01252016,0.080990836,0.078721866,0.012850438,0.01861034,0.042659104,0.016121332,0.3435541,0.011795902,204
0.0366225,0.0855875,0.047011442,0.028371738,0.5180962,0.030658156,0.0380732,0.042116985,0.059832137,0.033529777,0.05080431,0.029296013,205
0.0111264335,0.021714712,0.018960783,0.28099686,0.015511281,0.03390118,0.083572395,0.02307722,0.017616585,0.009970458,0.45775408,0.025798041,206
0.030704418,0.065073594,0.026309328,0.10788132,0.45404673,0.021860585,0.15877555,0.017507907,0.040811397,0.03506277,0.02504591,0.016920507,207
0.037937146,0.06394822,0.047169648,0.03038872,0.56454724,0.035298258,0.035815697,0.03731639,0.03349185,0.036586974,0.044213366,0.03328635,208
0.03927358,0.07069938,0.044597585,0.028366042,0.5460515,0.04578721,0.034149393,0.036102973,0.03595148,0.035980612,0.04457619,0.038463946,209
0.013938,0.015665663,0.0081877485,0.29898158,0.50077355,0.008236291,0.029255282,0.011093941,0.010433922,0.08158669,0.014002163,0.007845138,210
0.00203496,0.003984879,0.008452786,0.0025623734,0.00704116,0.56727767,0.0018872498,0.0015552713,0.39948395,0.0018153535,0.0020221036,0.0018822169,211
0.032360837,0.04638751,0.029567704,0.027515694,0.6412739,0.03802977,0.029232802,0.02982753,0.033945415,0.029015366,0.036279667,0.026563892,212
0.010720781,0.011209518,0.009433948,0.031162621,0.85794765,0.009787183,0.013322674,0.008752524,0.014647205,0.01121765,0.012387808,0.00941049,213
0.03751896,0.061777372,0.035574216,0.029833408,0.5773264,0.036007483,0.034578323,0.036443334,0.03334818,0.034278836,0.050290015,0.03302337,214
0.013984172,0.47671717,0.011367896,0.016817277,0.108395405,0.03416768,0.033019815,0.012055761,0.15580788,0.010694037,0.11099873,0.015974224,215
0.011040595,0.5469678,0.011228925,0.010271161,0.08262344,0.01613764,0.0153331235,0.009492731,0.25005853,0.011293801,0.025214955,0.010337278,216
0.054706752,0.060608253,0.03721036,0.032517742,0.5414937,0.04447903,0.035778172,0.046179626,0.036233705,0.035126623,0.04174521,0.03392085,217
0.048740637,0.07927507,0.0368211,0.03302765,0.5178758,0.04416996,0.03768743,0.0388402,0.040055268,0.036659695,0.046497066,0.0403502,218
0.04560808,0.069358036,0.036230985,0.033180855,0.50947374,0.044829063,0.058741577,0.041356012,0.03920096,0.03564744,0.04860053,0.03777271,219
0.04409585,0.12439779,0.034080826,0.032280795,0.5048428,0.038648468,0.03910264,0.036666576,0.03432097,0.034849815,0.04303976,0.03367375,220
0.047627077,0.08696423,0.035271235,0.03229155,0.51428956,0.046268456,0.038321722,0.03871765,0.040433776,0.039553,0.045222763,0.035039023,221
0.013416806,0.025950093,0.6414809,0.020702044,0.07610339,0.025399074,0.019118061,0.016921064,0.02141746,0.02536456,0.050624974,0.063501574,222
0.05085889,0.07939541,0.045373328,0.032454602,0.51401407,0.04141728,0.036360003,0.038551956,0.04816835,0.036498725,0.04334795,0.033559475,223
0.039210457,0.061789002,0.03206727,0.033177283,0.5065368,0.03454616,0.0917114,0.037247498,0.033703655,0.034466196,0.06337303,0.03217126,224
0.043051347,0.0691216,0.04315904,0.03277985,0.5241588,0.04047274,0.03749011,0.04156405,0.04915493,0.039845474,0.04192231,0.03727989,225
0.039545033,0.06567353,0.04929905,0.030298555,0.5497321,0.0368039,0.037230276,0.037466735,0.03340452,0.048653923,0.03867412,0.033218276,226
0.038415603,0.0653195,0.047900435,0.0304078,0.55574685,0.035363816,0.037340485,0.03745418,0.032595064,0.048546415,0.038447715,0.032462142,227
0.029091928,0.03127228,0.02180454,0.019004934,0.19445093,0.29307106,0.016027635,0.028396644,0.019450998,0.021230184,0.24379113,0.08240776,228
0.017256206,0.0048283734,0.0044302717,0.003446394,0.00910057,0.15897994,0.0042152265,0.0057975096,0.0060749333,0.0037419682,0.77325124,0.008877365,229
0.019805074,0.013212425,0.006292816,0.0071556,0.059391607,0.0054504354,0.1488663,0.003168249,0.029623346,0.15767536,0.54080844,0.008550361,230
0.007245319,0.008857934,0.01131492,0.0049004755,0.009309902,0.47379774,0.0061625987,0.04049483,0.014107334,0.006380525,0.40838453,0.009043887,231
0.010099478,0.005150034,0.005027854,0.0032226539,0.0096314,0.40896776,0.0068320124,0.009307616,0.007277945,0.0050192396,0.52197903,0.0074849585,232
0.0488577,0.009767435,0.02081012,0.015521292,0.016081203,0.06947277,0.027870324,0.010615859,0.013937323,0.0098296115,0.72451,0.032726362,233
0.007629245,0.006709899,0.0077192103,0.09722817,0.217174,0.0063755945,0.008522327,0.007382488,0.59672076,0.0154813,0.02036905,0.008687979,234
0.02341088,0.0031802093,0.0073527205,0.0042976723,0.002312288,0.22172877,0.012272671,0.0028062528,0.023695191,0.0038936601,0.6017524,0.09329728,235
0.009187232,0.009751697,0.009212695,0.00884159,0.016729346,0.016804613,0.040023614,0.016541846,0.0076291584,0.0073781563,0.8505033,0.0073966845,236
0.058292083,0.06384291,0.037422728,0.021131648,0.2289491,0.07338357,0.028118627,0.028768996,0.0777867,0.032746103,0.31607822,0.03347933,237
0.04363309,0.07250258,0.032709893,0.030655734,0.53524107,0.037671693,0.03740892,0.041865792,0.034813866,0.038903516,0.04828095,0.04631296,238
0.04938212,0.066499405,0.03531817,0.032642625,0.54755455,0.037313037,0.037749078,0.03970079,0.035995577,0.037191045,0.046971142,0.03368244,239
0.004421199,0.0062923543,0.008591427,0.006790861,0.009316104,0.009619153,0.024813497,0.0027547732,0.01083721,0.13747405,0.7678682,0.01122112,240
0.01714466,0.01761967,0.015151676,0.009165349,0.03740875,0.03170217,0.018142505,0.018002855,0.012290711,0.02273301,0.7833465,0.017292233,241
0.02814914,0.011313613,0.014822447,0.0057104914,0.00826895,0.101821996,0.76122797,0.006659144,0.008628848,0.008443344,0.033891317,0.011062721,242
0.008405392,0.0070909173,0.005345201,0.0034997119,0.0044812993,0.009601096,0.912701,0.004327788,0.0049879923,0.00463911,0.029003516,0.005916886,243
0.008836629,0.005928563,0.0050524925,0.0034154027,0.004030834,0.007385431,0.92479,0.004079982,0.0047496012,0.0046891076,0.021952663,0.00508932,244
0.017848628,0.027860489,0.012681436,0.010811716,0.017843358,0.016681895,0.42026258,0.010642857,0.010813664,0.014594512,0.42178702,0.018171854,245
0.10181464,0.021363659,0.0351128,0.009760248,0.035736013,0.17408474,0.45863602,0.020667471,0.011238895,0.04586521,0.050156172,0.035564285,246
0.0009464669,0.00084778795,0.9813617,0.0006506174,0.0006347752,0.007881268,0.0006197276,0.0008506112,0.0029472772,0.000751698,0.0010007087,0.001507371,247
0.0027817783,0.0033049514,0.92105335,0.012037354,0.0033237927,0.0046909563,0.008584608,0.0041313283,0.0070677022,0.00994226,0.0072031976,0.01587877,248
0.02842026,0.0070134806,0.071896575,0.0059472793,0.0079233125,0.019049695,0.016387139,0.0059639667,0.01631204,0.011103503,0.7998289,0.01015376,249
0.07951132,0.008351235,0.70888597,0.0044010133,0.037137855,0.0232329,0.008429184,0.010250342,0.04052895,0.013543817,0.02303432,0.042693134,250
0.19213961,0.08776418,0.04624898,0.04482531,0.26204136,0.04272664,0.053760804,0.05891222,0.04790235,0.06667263,0.05561743,0.04138839,251
0.09150688,0.13213143,0.055220626,0.039876692,0.3103126,0.049667496,0.05912771,0.054019447,0.06579496,0.055871595,0.044816073,0.041654572,252
0.032127112,0.057627693,0.10025333,0.031161165,0.10865359,0.087853536,0.08664418,0.042330388,0.28030762,0.06161471,0.06669015,0.044736464,253
0.09225845,0.0066175223,0.75342697,0.002577121,0.0040637082,0.08043185,0.003332194,0.003906733,0.03155511,0.0067085526,0.006000281,0.009121434,254
0.014691603,0.22676826,0.012170748,0.026290856,0.08209003,0.035328276,0.055452473,0.08781913,0.01646009,0.015696883,0.41523415,0.011997471,255
0.010705939,0.01976648,0.74839467,0.004102745,0.0049007875,0.11130084,0.009258954,0.023112657,0.03091214,0.004896841,0.009975231,0.022672666,256
0.041292567,0.13518704,0.03414713,0.05105902,0.34631684,0.027778024,0.04649012,0.12932351,0.035577334,0.06925008,0.05752188,0.026056383,257
0.001969671,0.0019088243,0.003072397,0.10119293,0.5787681,0.002003148,0.002271878,0.0020900255,0.27826816,0.004927427,0.002700938,0.020826435,258
0.051411234,0.0483937,0.019061767,0.3303763,0.13490438,0.02453231,0.026672851,0.13726817,0.029091192,0.05164506,0.13243946,0.014203672,259
0.23479894,0.017135497,0.049669247,0.18509182,0.06925496,0.03611558,0.011962282,0.075703375,0.06659503,0.057335522,0.18207109,0.014266592,260
0.0048549525,0.0057179737,0.0044996273,0.86268693,0.008349781,0.0027639451,0.03117923,0.004791619,0.005637262,0.06182039,0.00480498,0.0028933773,261
0.0024337196,0.0015827743,0.004232915,0.0023992958,0.0023755021,0.023328485,0.007162903,0.17451835,0.0020787874,0.0026802572,0.00995864,0.7672484,262
0.0032093069,0.0013713106,0.0048609944,0.0024982821,0.0030017276,0.016386628,0.0027902748,0.17107823,0.002992649,0.0031087073,0.004451739,0.78425014,263
0.0057324674,0.0019338281,0.013612261,0.3710382,0.0012893266,0.011801999,0.056104787,0.039179027,0.0027866974,0.12737346,0.15871063,0.21043725,264
0.0016959322,0.0013844419,0.04945761,0.0008774141,0.000980653,0.28536224,0.0009849591,0.0018011536,0.5992017,0.0011128996,0.0020593088,0.055081803,265
0.024027811,0.04320544,0.012357235,0.006335516,0.033384867,0.35835707,0.0106280325,0.15611471,0.041538168,0.0125709735,0.11434714,0.1871331,266
0.007003715,0.0045190845,0.23974599,0.0033154034,0.003923391,0.011782929,0.0042293966,0.22774902,0.45923233,0.006120855,0.014030703,0.018347174,267
0.0069298814,0.0044902842,0.2374565,0.003293955,0.003927625,0.010214761,0.004427625,0.22739129,0.4649766,0.0061119045,0.012210034,0.0185695,268
0.036391675,0.012684674,0.06321,0.3219669,0.008305889,0.041500714,0.061446656,0.06257883,0.013719718,0.025630033,0.19628522,0.15627971,269
0.076026484,0.014501631,0.04923602,0.019439748,0.02389866,0.024651898,0.016050084,0.022327557,0.029514577,0.013527552,0.6982243,0.0126015395,270
0.012602925,0.0053742942,0.01764589,0.46493742,0.0041631837,0.009605564,0.052495077,0.07900998,0.005499067,0.04289254,0.24674948,0.059024557,271
0.04219493,0.011645967,0.053833563,0.2891709,0.009509892,0.026145186,0.0568569,0.08644502,0.015824033,0.030086616,0.23289251,0.14539452,272
0.023403086,0.01934125,0.013342049,0.0075679617,0.02215386,0.35478023,0.013349831,0.011772199,0.3233213,0.011470415,0.08164901,0.1178488,273
0.02094078,0.14948855,0.010175092,0.028342437,0.028047998,0.01905879,0.041829042,0.012797492,0.04496634,0.014031443,0.61669064,0.013631411,274
0.0037732397,0.0020437855,0.005012769,0.007482533,0.0020083126,0.0025876306,0.19622506,0.68329734,0.0025701371,0.003596626,0.0021299701,0.089272566,275
0.010937018,0.0066739484,0.0075879106,0.014955857,0.0061274506,0.01634735,0.17212835,0.71029574,0.012079877,0.008325194,0.021907361,0.01263392,276
0.008521184,0.0060988315,0.006491744,0.0052641015,0.0052796337,0.009663657,0.0061957,0.0062562213,0.006461545,0.0037760448,0.006215476,0.92977583,277
0.024991002,0.017995218,0.06543808,0.007927024,0.013964358,0.015910704,0.010872154,0.20990181,0.01670422,0.015082895,0.5942717,0.0069407714,278
0.011071829,0.005284837,0.009167413,0.0043093665,0.0023722393,0.0055395216,0.0038730162,0.014670086,0.0070302337,0.0046317615,0.9279239,0.0041258065,279
0.026671622,0.021070397,0.11393573,0.012106608,0.025767673,0.07085502,0.011384272,0.09707562,0.024548117,0.017627023,0.5660786,0.012879251,280
0.025160763,0.019491635,0.012009415,0.0121104065,0.026714671,0.017401703,0.1847996,0.10919544,0.017587604,0.018224956,0.53822607,0.019077724,281
0.007509973,0.011168762,0.010891026,0.018820751,0.015226052,0.011611118,0.006972006,0.09610585,0.012003039,0.009142115,0.79362136,0.006927906,282
0.009644738,0.007348315,0.012625964,0.01788346,0.009063556,0.16867876,0.021527965,0.060190327,0.020199683,0.0066462005,0.656198,0.009993071,283
0.03885035,0.18241727,0.029340034,0.02713042,0.35663033,0.031781953,0.043562297,0.058603816,0.033996876,0.036228195,0.030611746,0.13084677,284
0.6287031,0.035873305,0.047811594,0.03605886,0.0337531,0.024187615,0.0439422,0.026955005,0.031741686,0.041925304,0.028437007,0.020611174,285
0.0064968914,0.023705453,0.0044687754,0.02588702,0.0128166685,0.006773191,0.75725937,0.012751008,0.0055119274,0.08608189,0.052612733,0.005635014,286
0.00759376,0.008694562,0.011834479,0.005073313,0.008278762,0.4948472,0.006485609,0.041585665,0.01418003,0.0066732527,0.3858025,0.00895086,287
0.0047369194,0.0056242393,0.004930124,0.0034052285,0.0044895643,0.006242711,0.004332761,0.93369377,0.0042330907,0.0048329975,0.0053042765,0.018174337,288
0.009803238,0.012414971,0.60762644,0.005007887,0.009881081,0.16978943,0.0062695015,0.04733145,0.03128795,0.0067881397,0.08032977,0.013470194,289
0.06594314,0.0748781,0.04293433,0.031236442,0.32831103,0.050467998,0.047283594,0.117826,0.10590125,0.05065078,0.044671398,0.039895948,290
0.025758449,0.011688449,0.7092848,0.011163556,0.01119636,0.012023047,0.010774413,0.058423426,0.023280803,0.038030315,0.014317709,0.07405869,291
0.04735886,0.07396626,0.03652694,0.04305227,0.47940803,0.04088293,0.05249943,0.050775845,0.038912807,0.04536182,0.051716134,0.039538685,292
0.020780368,0.08560354,0.25801778,0.009510044,0.004743669,0.0074576316,0.02720952,0.012555873,0.040745366,0.5193983,0.0076075043,0.0063703624,293
0.0058558793,0.016440371,0.024055606,0.010953157,0.0062707844,0.17288825,0.014618748,0.020378526,0.0037928182,0.00435328,0.0065517453,0.7138408,294
0.015893508,0.105305456,0.00993247,0.05595115,0.7026301,0.011771873,0.01930339,0.016478797,0.011167072,0.023950119,0.011894372,0.015721695,295
0.035140052,0.062641375,0.028638855,0.03249202,0.60961694,0.02858646,0.045140874,0.035967186,0.029888865,0.033119936,0.030554283,0.028213141,296
0.039305564,0.3236311,0.032913957,0.030546188,0.15891996,0.08300145,0.0372704,0.07263489,0.036395513,0.043846376,0.035411295,0.106123336,297
0.034446687,0.019712621,0.093246005,0.23171012,0.008325912,0.09574339,0.084126785,0.096298315,0.016092787,0.067446865,0.16276084,0.09008956,298
0.0034760465,0.0044725672,0.008423076,0.003116772,0.0034872727,0.29824814,0.0041883215,0.023969252,0.00424201,0.0039342158,0.0057276012,0.63671464,299
0.008696023,0.012348701,0.017893836,0.010479348,0.008410104,0.37211004,0.021934345,0.18711872,0.013023043,0.008732227,0.036278617,0.30297494,300
0.016892098,0.18106593,0.010056331,0.02762273,0.010556166,0.10601223,0.14169258,0.013893855,0.013951385,0.008896692,0.45667896,0.012681053,301
0.006483684,0.004296162,0.0048800753,0.0046626334,0.0024997352,0.0040216735,0.004755843,0.010113382,0.004351401,0.0037798595,0.0032585687,0.94689703,302
0.02132753,0.013602304,0.23541279,0.0075757075,0.02114316,0.17293616,0.0053387317,0.009084957,0.48843288,0.0077076675,0.007571465,0.009866695,303
0.06494141,0.09738969,0.07540854,0.032851826,0.32266048,0.045276336,0.040313173,0.10727307,0.06161294,0.057660982,0.05763328,0.036978338,304
0.0351752,0.18800193,0.028736148,0.027472816,0.3554318,0.033518694,0.09183871,0.06910331,0.03248899,0.04415865,0.040114388,0.053959347,305
0.00689477,0.005556191,0.042511094,0.0024786734,0.0034301854,0.40431312,0.0032408175,0.0045621544,0.3445357,0.0032381532,0.0061224294,0.17311673,306
0.003077406,0.0042520873,0.006180429,0.0022078543,0.0043454305,0.003720736,0.0046674404,0.014267388,0.0023145988,0.0038887723,0.0027511509,0.9483267,307
0.056253854,0.020997776,0.03232219,0.44846466,0.0051446212,0.088497385,0.030901153,0.14486934,0.009988987,0.02156566,0.0818926,0.05910178,308
0.059200276,0.02173199,0.032407586,0.45388252,0.005531273,0.0828487,0.031240037,0.13336642,0.009942918,0.02254861,0.0812965,0.066003196,309
0.28617862,0.20621744,0.091819406,0.042464964,0.063184276,0.025057632,0.040578675,0.057148017,0.041846197,0.08767019,0.025559403,0.032275137,310
0.0072340094,0.011973592,0.018037083,0.0052653532,0.0041938424,0.2714406,0.0064344914,0.01552995,0.049640898,0.005462272,0.5472885,0.057499375,311
0.06033737,0.07827608,0.040205862,0.041603573,0.38677105,0.06227162,0.061619878,0.060347743,0.04257244,0.04589238,0.07352553,0.04657643,312
0.05420959,0.4025553,0.017378205,0.008713599,0.0105780205,0.25169155,0.025501197,0.017967267,0.100533605,0.010039853,0.08228568,0.0185462,313
0.071977645,0.008330654,0.24559835,0.00354439,0.008762951,0.17635827,0.004960882,0.007067699,0.4506742,0.0057327393,0.0043473165,0.01264492,314
0.43143472,0.085771404,0.022262368,0.0138929095,0.0060448376,0.07958566,0.009516929,0.010924899,0.3155721,0.007559588,0.0084109055,0.00902365,315
0.02092233,0.017247178,0.029811896,0.010202377,0.0056916913,0.048740562,0.043687835,0.008121521,0.014351763,0.009487596,0.76557934,0.02615583,316
0.021917693,0.0074129123,0.032850675,0.41492122,0.008121068,0.020528266,0.101506755,0.087871835,0.010315542,0.045861766,0.14838652,0.100305766,317
0.0030137682,0.0026725968,0.0031923966,0.0016901037,0.0022281331,0.0075264797,0.002752702,0.7272776,0.003306814,0.0022253967,0.0044402727,0.23967375,318
0.093004495,0.009760065,0.20656663,0.00453025,0.011782732,0.23896986,0.005928163,0.13977398,0.2612223,0.009075161,0.0113874,0.007999003,319
0.76037127,0.0064176754,0.01895422,0.03722298,0.008512956,0.009618816,0.008251031,0.025811609,0.013011742,0.09542206,0.009285989,0.0071195173,320
0.0038161816,0.002512293,0.003413654,0.003554428,0.0016961519,0.0023131429,0.0036054142,0.0074154246,0.0031511744,0.0028061704,0.96316,0.0025559708,321
0.042657755,0.006391934,0.02094834,0.004933351,0.004173663,0.011407933,0.0048299157,0.055388916,0.01955886,0.0086217765,0.8156256,0.0054619806,322
0.0026053768,0.0022661733,0.002225995,0.002368355,0.0014347682,0.83664215,0.004700291,0.0025361076,0.001890888,0.002197282,0.13751629,0.0036164334,323
0.004354951,0.0035825484,0.03212051,0.0023533462,0.0017486059,0.859866,0.0031778864,0.0031695913,0.025461202,0.0024623496,0.016982261,0.044720776,324
0.10016286,0.028204827,0.02346713,0.2107151,0.031797603,0.022991171,0.13911912,0.19405697,0.016501727,0.028808814,0.1754259,0.02874877,325
0.024893193,0.03298356,0.020201745,0.43867844,0.31759074,0.01785297,0.028181285,0.028623715,0.024155859,0.021270715,0.026626747,0.01894097,326
0.025086138,0.038817164,0.39793867,0.012214328,0.063038185,0.25841388,0.014407653,0.023307344,0.020167897,0.01716765,0.10579759,0.023643514,327
0.033209976,0.09589643,0.11518213,0.0113112945,0.034445297,0.59712887,0.028963203,0.020668088,0.013789623,0.013802242,0.019276718,0.016326072,328
0.5013652,0.028859135,0.06471578,0.05766121,0.09445126,0.019904505,0.025449365,0.03360111,0.0474154,0.08914293,0.01917749,0.018256668,329
0.46738672,0.03101095,0.124531664,0.022562813,0.09127203,0.04023433,0.021905068,0.05907461,0.02072453,0.0734744,0.02142716,0.026395733,330
0.5951186,0.030264234,0.098142296,0.013360128,0.077878304,0.03990142,0.017456483,0.024442185,0.0226406,0.03422063,0.02534787,0.02122733,331
0.045023017,0.27142003,0.046485785,0.031799033,0.18599291,0.040400706,0.044453144,0.07514697,0.037485436,0.05227611,0.034260742,0.13525607,332
0.034175474,0.04234328,0.023842858,0.029739369,0.63475853,0.02334,0.030579602,0.04032478,0.024143917,0.034385055,0.051576212,0.030790865,333
0.032571595,0.047292594,0.021584567,0.027329925,0.6516938,0.021366287,0.03041039,0.037245076,0.022096662,0.031843383,0.048948597,0.027617116,334
0.049679693,0.044384573,0.03015989,0.063081756,0.58485717,0.026815696,0.033659406,0.04006631,0.026566865,0.04306887,0.032658305,0.025001451,335
0.029292097,0.04662109,0.024473215,0.032998633,0.6023356,0.026383745,0.03228922,0.035666868,0.02727585,0.039702784,0.0756938,0.027267039,336
0.0098738475,0.012528024,0.008921843,0.10643031,0.076280184,0.012080454,0.24394707,0.0073579527,0.008546822,0.009648035,0.49694183,0.007443637,337
0.004398641,0.004764482,0.018067371,0.0031016783,0.0057483073,0.027417094,0.0035880895,0.016545625,0.0072599803,0.004592483,0.89874446,0.005771743,338
0.029282158,0.014304561,0.025747957,0.022625547,0.036653947,0.047075447,0.09354094,0.014218297,0.02026426,0.02506941,0.6282131,0.0430044,339
0.016312256,0.048821967,0.008491113,0.016975239,0.029127683,0.011911786,0.4152739,0.026061585,0.009413494,0.0115315765,0.38500902,0.02107045,340
0.11420854,0.009240745,0.025592437,0.14279863,0.031759806,0.015325039,0.1094839,0.13849214,0.013283167,0.02810793,0.34470776,0.026999949,341
0.04681307,0.019678542,0.037368473,0.27814206,0.040334977,0.03034577,0.10385107,0.07211631,0.018294971,0.058402564,0.25214747,0.042504705,342
0.37407428,0.4433959,0.030892856,0.01795504,0.01106679,0.017941847,0.016290251,0.010039676,0.034082312,0.019348852,0.014209184,0.010702973,343
0.0533209,0.10410716,0.13883016,0.014791099,0.35227862,0.044749644,0.034204066,0.045614988,0.055001214,0.027546681,0.084648415,0.044907,344
0.06502763,0.14026262,0.28665793,0.018928746,0.20316294,0.034816332,0.031358507,0.060505528,0.041695908,0.06702108,0.021185625,0.029377168,345
0.027852612,0.07610656,0.124704175,0.024884189,0.38454366,0.077276476,0.03172634,0.05832238,0.046089336,0.042925432,0.07267711,0.03289176,346
0.01903781,0.026046725,0.43738717,0.018050311,0.19399942,0.061873537,0.013162706,0.018949008,0.12841982,0.012574238,0.021206267,0.04929299,347
0.044970762,0.043920353,0.3236486,0.02230071,0.280368,0.04979651,0.02308508,0.06566462,0.02900965,0.04996096,0.031407326,0.0358675,348
0.050683472,0.052089117,0.18275647,0.013506788,0.31729075,0.047094293,0.02435402,0.034098443,0.049335666,0.022285767,0.110866316,0.09563892,349
0.0056343535,0.007177442,0.0042587593,0.012739792,0.033555306,0.0053176614,0.14842018,0.0046466202,0.004952648,0.10373428,0.6643095,0.005253412,350
0.013273452,0.008883073,0.041198038,0.073797174,0.01627029,0.012424401,0.12806289,0.05123542,0.011302644,0.016991703,0.61037946,0.01618144,351
0.14533882,0.03997043,0.3768467,0.010229539,0.03226937,0.01916692,0.011259311,0.009886228,0.25917852,0.057042986,0.009636619,0.029174494,352
0.06132434,0.07526936,0.038411435,0.06275655,0.38755646,0.03399065,0.044985104,0.060646,0.033988148,0.10926194,0.04559515,0.046214957,353
0.008877678,0.0082703205,0.42337036,0.0068979217,0.0061642826,0.0044789454,0.009291347,0.08160984,0.005475847,0.41517872,0.005148251,0.025236545,354
0.34524104,0.09877409,0.1414138,0.0068038036,0.011409694,0.032186877,0.01171305,0.010303908,0.26983505,0.038679868,0.015274866,0.018364053,355
0.022356518,0.028735956,0.0128833195,0.010050992,0.07276097,0.015750203,0.021703837,0.010407759,0.1691864,0.012636642,0.60987794,0.013649416,356
0.23766942,0.13385828,0.07792521,0.024989266,0.15587115,0.06255608,0.035918918,0.051723983,0.06660126,0.043442383,0.04285256,0.06659145,357
0.017253531,0.017964663,0.016278485,0.012599339,0.02005279,0.024700608,0.027582334,0.013306123,0.009048305,0.01759808,0.7868124,0.03680332,358
0.0013929982,0.0007055413,0.046968255,0.00077352097,0.00073047576,0.0029004002,0.0009401352,0.0008028737,0.0022823492,0.007420405,0.0012329887,0.93385005,359
0.36452505,0.18352138,0.022034768,0.05723999,0.12293891,0.023995176,0.0382551,0.018113649,0.020272607,0.081585646,0.046535805,0.020981908,360
0.017198477,0.019899057,0.01083028,0.014885422,0.025957968,0.03984837,0.2246301,0.018172456,0.012230555,0.014500513,0.5648942,0.036952667,361
0.0026543934,0.0016599348,0.017191157,0.0020826068,0.0014870198,0.0027958108,0.002035811,0.0034870713,0.004234761,0.003771816,0.956078,0.002521672,362
0.022033708,0.009621107,0.041741032,0.0079411715,0.022371575,0.024670316,0.010808549,0.049537364,0.01396848,0.012149687,0.77811867,0.0070383865,363
0.025766732,0.03854924,0.025733007,0.021780044,0.6531794,0.024700427,0.024709076,0.03333623,0.031091765,0.023030909,0.07663263,0.021490572,364
0.004157785,0.0033120492,0.004469551,0.0019929435,0.0053594713,0.0062960237,0.0034003104,0.14751288,0.37946,0.0039932304,0.040659446,0.39938638,365
